Ro,smiles
1.428,CCOC(=O)Cn1cccc(c1=O)[N+](=O)[O-]
1.2875,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
1.4015,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
1.3828,COc1cc(/C=N/c2ccc(cc2)[N+](=O)[O-])cc(c1OC)OC
1.6773,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
1.4728,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
1.4309,O=[N+](c1ccccc1)/N=[NH+]/c1ccc(cc1)[N+](=O)[O-]
1.8529,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
1.5829,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.3458,Cc1cnc(nc1c1cccc(c1)[N+](=O)[O-])c1ccccc1
1.4441,O=C(Oc1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
1.3404,C[C@@]1(CN=NN1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
1.429,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
1.789,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
1.3427,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
1.3902,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
1.6143,[O-][N+](=O)c1ccc(o1)/C=N/O
1.3111,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1c(C)cccc1C
1.4222,COC(=O)c1cc(ncc1C(=O)OC)c1ccccc1[N+](=O)[O-]
1.4219,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
1.6785,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
1.5486,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
1.3896,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
1.6299,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.2686,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
1.3647,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
1.3841,N#Cc1cc(ccc1C)[N+](=O)[O-]
1.3922,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
1.3849,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
1.7045,[O-][N+](=O)c1n[nH]c2c1cccc2[N+](=O)[O-]
1.3141,CN(c1ccccc1)/N=C/c1ccccc1[N+](=O)[O-]
1.5107,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
1.5144,[O-][N+](=O)c1nccn1CC(=O)NCCO
1.5392,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O
1.3527,CNC1=NC(=C(/C/1=N\c1ccccc1)[N+](=O)[O-])NC
1.5674,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
1.3651,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
1.767,COc1c2nonc2c2c(c1[N+](=O)[O-])non2
1.4517,Nc1ccc2c(c1)Cc1c2ccc(c1)[N+](=O)[O-]
1.6372,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5174,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
1.4367,C=CCOC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.4596,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.6897,[O-][N+](=O)N1CCn2c1nnn2
1.4714,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
1.4164,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
1.4529,Cn1ncc(c1)[N+](=O)[O-]
1.3234,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-]
1.5733,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
1.2614,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
1.3195,C/C(=N\c1n(C)cnc1[N+](=O)[O-])/N1CCCCC1
1.4617,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
1.4432,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4873,[O-][N+](=O)c1cccc(c1)/C=N/n1cnnc1
1.4434,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
1.4055,COc1ccc(cn1)/N=C/c1ccc(cc1)[N+](=O)[O-]
1.3807,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
1.4507,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-]
1.7522,[O-][N+](=O)c1c(O)c(C(=O)C)c(c(c1O)[N+](=O)[O-])O
1.5349,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
1.3718,CNC1=C([N+](=O)[O-])[C@@H](C(=C(O1)c1ccccc1)C#N)c1ccccc1
1.345,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccccc1
1.6678,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4031,[O-][N+](=O)c1ccccc1c1nc2c([nH]1)cccc2
1.6225,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4572,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
1.6052,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
1.4338,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
1.6576,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O
1.4472,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
1.5197,[O-][N+](=O)C1=C(C)[C@](C)(O)C(=O)[C@@]([C@@]1(C)[N+](=O)[O-])(C)[N+](=O)[O-]
1.4155,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
1.4571,Nc1ccc(cc1)[N+](=O)[O-]
1.4866,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
1.601,[O-][N+](=O)c1ccc(c(c1)C(=O)O)N
1.1945,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-]
1.4596,Nc1ccc(cc1C(=O)c1ccccc1)[N+](=O)[O-]
1.5185,[O-][N+](=O)c1ccc(c(c1)N)N
1.5971,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
1.4955,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
1.3139,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
1.4745,NC(=O)c1cccc(c1)[N+](=O)[O-]
1.3038,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1
1.4925,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.6167,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
1.4295,[O-][N+](=O)c1ccc(cc1)n1cccc1
1.4571,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1
1.2707,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C
1.5243,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
1.5317,O=C([C@@H]1CCCN1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.4943,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
1.3728,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
1.4138,O=C(C(=O)c1cn(c2c1cccc2)C)c1ccc(cc1)[N+](=O)[O-]
1.3057,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
1.3125,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1
1.5486,[O-][N+](=O)c1cccc(c1)N1C=Nc2c(C1)c(ccc2)[N+](=O)[O-]
1.4461,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-]
1.3749,COc1ccc(cc1)n1ccc(c1c1ccc(cc1)[N+](=O)[O-])C=O
1.4166,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-]
1.5973,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-]
1.5808,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
1.4575,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O
1.317,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
1.3194,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-]
1.4061,[O-][N+](=O)[C@@]1(CCCCC1=O)c1ccc(cc1)[N+](=O)[O-]
1.4477,O=C(c1ccncc1)NCCO[N+](=O)[O-]
1.412,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1
1.3818,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
1.5942,NC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.425,CCOC(=O)/C(=N\Nc1ccc(cc1O)[N+](=O)[O-])/C(=O)C
1.4971,[O-][N+](=O)c1c(C)ccnc1N
1.4728,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
1.3247,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
1.3649,C/C(=N\Oc1ccc(cc1)[N+](=O)[O-])/c1ccccc1
1.3325,O[C@@]1(C=CC2=NCC[C@@]2(C1)C)c1ccc(cc1)[N+](=O)[O-]
1.3778,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.5521,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
1.6342,[O-][N+](=O)c1nc2n(n1)CCCn1c2nc(n1)[N+](=O)[O-]
1.7924,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
1.3744,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.4748,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
1.6132,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4205,[O-][N+](=O)c1ccc(cc1)C1=NO[C@H]2[C@@H]1Cc1c2cccc1
1.2531,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
1.4971,O=[N+]1O[N-]C(=C1[C@H](c1cccc(c1)[N+](=O)[O-])C)c1cccc(c1)[N+](=O)[O-]
1.5837,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-]
1.3637,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C
1.5037,O=C(c1ccccc1)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
1.5831,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
1.4393,[O-][N+](=O)c1c(C)cn2c1cccc2
1.5527,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-]
1.3994,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.7131,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3768,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
1.5282,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-]
1.5967,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3479,N#CCc1cccc(c1C)[N+](=O)[O-]
1.4738,Nc1nccc(c1)[N+](=O)[O-]
1.3635,CCN1CCO[C@@H](O1)c1ccc(cc1)[N+](=O)[O-]
1.3332,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1
1.5187,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
1.3343,COC(=O)C(NC(=O)/C=C/c1cccc(c1)[N+](=O)[O-])(C)C
1.239,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
1.9219,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
1.9461,[O-][N+](=O)c1nnc2n(c1N)nc(c2[N+](=O)[O-])[N+](=O)[O-]
1.438,Nc1cccc(c1)[N+](=O)[O-]
1.375,COc1ccccc1/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
1.3993,NC(=O)[C@H](c1ccccc1)/N=C/c1ccccc1[N+](=O)[O-]
1.425,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C
1.698,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
1.4429,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
1.438,COc1ccccc1NC(=O)c1cc(C)cc(c1O)[N+](=O)[O-]
1.5059,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
1.4215,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
1.4117,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-]
1.6828,O=C1C(=O)c2cccc(c2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
1.3132,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C
1.4708,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-]
1.3617,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-]
1.374,[O-][N+](=O)c1cc2ccccc2nc1c1ccccc1
1.354,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
1.4459,[O-][N+](=O)c1c(C(=O)N2CCOC2=O)n(nc1CC)C
1.5997,[O-][N+](=O)C1=C[C@@]([N+](=O)[O-])(C2CC2)[C@@H]([C@](C1=O)(C)O)[N+](=O)[O-]
1.3533,C/C(=C(\C[N+](=O)[O-])/C)/C[N+](=O)[O-]
1.4428,COc1ccc(cc1)/C=C/c1c(cc(cc1[N+](=O)[O-])C(=O)OC)[N+](=O)[O-]
1.4118,CCOc1cc(/C=N/Nc2ccccc2[N+](=O)[O-])ccc1O
1.3322,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
1.5741,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-]
1.8122,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
1.3887,O=C1C[C@](C(=O)N1C)(C)c1ccccc1[N+](=O)[O-]
1.4138,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
1.9071,[O-][N+](=O)N1[C@@H]2[C@H]3N[C@H]4N([C@H]([C@@H]1N([N+](=O)[O-])[C@H]4N3[N+](=O)[O-])N2[N+](=O)[O-])[N+](=O)[O-]
1.3511,CN(c1ccc(cc1)[N+](=O)[O-])C
1.3877,[O-][N+](=O)c1ccc2c(c1)NCCOCCNCCO2
1.3523,[O-][N+](=O)c1ccccc1[C@H](Cc1cnc(o1)c1ccccc1)O
1.3731,[O-][N+](=O)c1ccccc1C(=O)Nc1ccccc1
1.404,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
1.4694,N#Cc1cccc(c1C#N)[N+](=O)[O-]
1.8333,[O-][N+](=O)c1c(N)[nH][nH]c1=O
1.3904,[O-][N+](=O)c1ccccc1/N=N/c1c(C)nn(c1N)c1ccccc1
1.3887,O=C1N[C@H](N[C@H]2[C@@H]1CCCC2)c1ccc(cc1)[N+](=O)[O-]
1.7018,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
1.4068,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
1.3817,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1
1.7674,[O-][N+](=O)Nc1nonc1c1nnc(o1)/N=N/c1nnc(o1)c1nonc1N[N+](=O)[O-]
1.5918,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
1.4527,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
1.5304,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1
1.4014,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC
1.5025,N#CCN([N+](=O)[O-])CC#N
1.6778,O=CN1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
1.4852,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O
1.4197,O=[N+]1c2cc(ccc2[N-]C21CCCCC2)[N+](=O)[O-]
1.3056,[O-][N+](=O)c1ccc(cc1)[C@@H]1NC[C@H]2[C@@H](O1)CCCC2
1.4227,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
1.5065,[O-][N+](=O)c1cnn(c1)Cc1ccc(cc1)Cn1ncc(c1)[N+](=O)[O-]
1.6278,[O-][N+](=O)c1ccc(o1)/C=N\O
1.4321,Nc1ccc(cc1)c1ncc(n1C)[N+](=O)[O-]
1.3936,[O-][N+](=O)c1cc(ccc1NN=C1CCCCCCC1)[N+](=O)[O-]
1.4107,CN/C=C/[N+](=O)[O-]
1.3744,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
1.3332,O=C(N(c1ccccc1[N+](=O)[O-])C)/C=C/c1ccccc1
1.391,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
1.5623,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
1.7658,NC(=O)C1=C([N-]O[N+]1=O)[N+]1=NC(=C([N+]1=O)C(=O)N)[N+](=O)[O-]
1.4384,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1
1.5214,CCC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])[N+](=O)[O-]
1.4413,O=C(c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
1.3159,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
1.653,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
1.395,O=C(c1ccc(cc1)[N+](=O)[O-])CNc1ccccc1
1.4774,N#Cc1[nH]c(nc1[N+](=O)[O-])C
1.4611,Oc1cccc(c1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
1.6225,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
1.4917,OC[C@H]1O[C@H](C[C@@H]1O)n1ncc2c1cccc2[N+](=O)[O-]
1.7495,[O-][N+](=O)c1cn(c(n1)[N+](=O)[O-])N
1.4139,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.367,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-]
1.6349,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
1.3392,[O-][N+](=O)[C@@H]1C(=C[C@@](C(=O)C1(C)C)(C)[N+](=O)[O-])C
1.4386,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-]
1.4155,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1
1.2626,CN(C(=C[N+](=O)[O-])N(C)C)C
1.8136,[O-][N+](=O)c1cc2c(=O)[nH]c3c(c2c(c1)[N+](=O)[O-])cc(cc3[N+](=O)[O-])[N+](=O)[O-]
1.3692,N#Cc1cccc(c1C)[N+](=O)[O-]
1.3298,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
1.5073,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C
1.3798,C[C@H]([C@]12CCC[C@@H]2C1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.6567,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3768,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
1.3588,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1
1.3219,COc1ccc(cc1)/C(=C/C=C/c1ccc(cc1)[N+](=O)[O-])/C#N
1.2981,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1
1.4729,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-]
1.8395,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
1.6435,[O-][N+](=O)C1(CNC1)[N+](=O)[O-]
1.3868,[O-][N+](=O)[C@H]1C(=C[C@](C(=O)[C@@]1(C)[N+](=O)[O-])(C)[N+](=O)[O-])C(C)(C)C
1.4141,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1
1.6763,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.4301,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1CCCCCC=C1
1.2308,Cc1ccc(cc1)N(CCc1ccc(cc1)[N+](=O)[O-])C
1.5876,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
1.61,[O-][N+](=O)[N-][N@+]12CC[N@+](CC1)(CC2)[N-][N+](=O)[O-]
1.4475,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
1.6814,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
1.5006,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
1.3438,CCOC(=O)/C(=N/Nc1ccccc1[N+](=O)[O-])/C
1.5101,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
1.4619,O=C1Nc2cccc(c2C(=O)N2[C@@H]1CCC2)[N+](=O)[O-]
1.8301,[O-][N+](=O)N1CCN(c2c1non2)[N+](=O)[O-]
1.5113,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
1.3571,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
1.5763,Cn1nc(c(n1)[N+](=O)[O-])N
1.5996,O=[N+]1C=C/C(=[NH+]/[N+](=O)[O-])/C=C1
1.5332,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.3346,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
1.3359,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-]
1.4963,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-]
1.2987,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-]
1.3843,N#C[C@H](c1cccc(c1)[N+](=O)[O-])CC(=O)c1ccccc1
1.4468,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-]
1.4049,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2
1.4655,O=C(c1ccc(cc1)[N+](=O)[O-])Oc1ccccn1
1.3764,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
