Ro,smiles
1.4445,CCOC(=O)/C(=C(/O)\C)/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.467,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
1.4462,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
1.6734,[O-][N+](=O)c1cc(ccc1C(=O)O)[N+](=O)[O-]
1.5382,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
1.5465,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
1.4709,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
1.5271,COc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
1.3065,CN(c1nc(ccc1[N+](=O)[O-])Nc1ccccc1)c1ccccc1
1.383,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
1.6478,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.3689,CCO[C@@H](n1ncc2c1cccc2[N+](=O)[O-])C
1.447,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-]
1.441,O=NN1CC(C1)(CC)O[N+](=O)[O-]
1.3707,N#CC1=C(C)N/C(=C\[N+](=O)[O-])/C(=O)C1(C)C
1.5823,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1O)[N+](=O)[O-]
1.4121,O=C1C=CN2[C@@H]([C@H]1C)C=Cc1c2cccc1[N+](=O)[O-]
1.3591,[O-][N+](=O)c1ccc2c(c1)c1[nH]c3c(c1CC2)cccc3
1.2929,[O-][N+](=O)c1ccc(cc1)CCNc1ccccc1
1.7817,OC(=O)c1nnn(c1)CC([N+](=O)[O-])([N+](=O)[O-])Cn1nnc(c1)C(=O)O
1.4634,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
1.3702,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
1.4736,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
1.2836,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C
1.3745,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
1.4955,[O-][N+](=O)C1=C(C)[C@](C)([N+](=O)[O-])C(=O)[C@@]([C@@]1(C)[N+](=O)[O-])(C)O
1.3125,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N
1.3577,N#CCCN([N+](=O)[O-])CCC#N
1.3661,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-]
1.3456,C/C=N/Nc1ccc(cc1)[N+](=O)[O-]
1.5013,[O-][N+](=O)[C@@]1(C)C=C(C)[C@]([C@@](C1=O)(C)[N+](=O)[O-])(C)[N+](=O)[O-]
1.8614,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4534,[O-][N+](=O)c1ccccc1c1nnc2c(c1)C(=O)c1c2cccc1
1.5853,[O-][N+](=O)n1cccn1
1.501,COC(=O)Nc1ccc(cc1)[N+](=O)[O-]
1.434,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-]
1.4601,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
1.538,CC(=O)CN1[C@H]2N/C(=N\[N+](=O)[O-])/N([C@H]2N/C/1=N\[N+](=O)[O-])CC(=O)C
1.4814,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
1.4345,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
1.7963,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5555,Cc1nc2cc(ccc2c(=O)o1)[N+](=O)[O-]
1.3919,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-]
1.3692,COC(=O)C1=C(C)N[C@H](C(=C1)[N+](=O)[O-])c1ccccc1
1.6,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.435,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
1.6049,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
1.3482,NC(=O)[C@H](c1ccccc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
1.4447,COc1c([N+](=O)[O-])c(cc(c1OC(=O)C)C)/C=C(/[N+](=O)[O-])\C
1.4079,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
1.4606,[O-][N+](=O)c1ccccc1N
1.341,Nc1ccc(cc1)OCCCOc1ccc(cc1)[N+](=O)[O-]
1.4711,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1
1.4231,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1
1.6822,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-]
1.4993,[O-][n+]1cc(C)c(c(c1)C)[N+](=O)[O-]
1.5556,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
1.4308,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-]
1.7418,[O-][N+](=O)Nc1nnc2n(n1)cnn2
1.5487,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
1.376,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
1.5318,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
1.7059,Oc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
1.2988,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
1.4415,COc1cccc(c1c1c(OC)cccc1[N+](=O)[O-])[N+](=O)[O-]
1.3317,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.5121,[O-][N+](=O)c1cc(ccc1/N=N/C([N+](=O)[O-])(C)C)[N+](=O)[O-]
1.3138,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
1.2796,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
1.3596,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
1.5295,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC
1.4525,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1
1.4037,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
1.3913,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
1.3179,CN(c1ccc(cc1)Nc1ccc(cn1)[N+](=O)[O-])C
1.3526,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2
1.2369,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1
1.3183,[O-][N+](=O)c1ccc(cc1)[C@@H]1OC[C@H]2[C@@H](N1)CCCC2
1.7503,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
1.291,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
1.3856,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
1.6245,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
1.5448,[O-][N+](=O)c1ccc(cc1)Cc1nnn[nH]1
1.2234,Cc1cccc(c1/N=C/c1ccc(cc1)[N+](=O)[O-])C
1.6374,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-]
1.488,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C
1.3974,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
1.3773,[O-][N+](=O)c1ccccc1[C@H]1NCc2c(N1)cccc2
1.6547,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
1.7858,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
1.5956,CC(=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])C(=O)C
1.5622,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
1.2394,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
1.4272,O=C1COc2c(N1Cc1ccccc1)cc(cc2)[N+](=O)[O-]
1.4754,[O-][N+](=O)OCCNC(=O)c1ccccn1
1.5611,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
1.3497,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
1.4142,Oc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-]
1.4429,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
1.4464,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.43,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
1.4362,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1
1.563,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2
1.3975,CCn1ncc2c1cccc2[N+](=O)[O-]
1.4874,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
1.6819,[O-][N+](=O)c1cc(ccc1C(=O)O)[N+](=O)[O-]
1.8193,[O-][N+](=O)c1ncn(n1)/N=N/n1cnc(n1)[N+](=O)[O-]
1.3279,[O-][N+](=O)c1ccc2c(c1)n(nc2)C(=O)C(C)(C)C
1.6079,[O-][N+](=O)c1ccc(=O)[nH]c1
1.7602,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
1.5043,[O-][N+](=O)c1nn(cn1)C=C
1.6288,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3826,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
1.239,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
1.5682,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4338,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
1.3714,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C
1.2997,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C
1.4783,CC1=C[C@@](C)([N+](=O)[O-])[C@]([C@](C1=O)(C)[N+](=O)[O-])(C)[N+](=O)[O-]
1.2823,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2
1.3741,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
1.8192,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
1.584,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
1.4945,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
1.4112,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C
1.4492,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
1.4739,COc1n(C)cnc1[N+](=O)[O-]
1.4038,[O-][N+](=O)c1ccccc1/C=N/CC/N=C/c1ccccc1[N+](=O)[O-]
1.4421,Cn1c2ccccc2c2c1n1nc(c(c1cc2)[N+](=O)[O-])C
1.7508,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N
1.5524,[O-][N+](=O)C1=C(C)[C@@](C)([N+](=O)[O-])C(=O)[C@@]([C@]1(C)[N+](=O)[O-])(C)[N+](=O)[O-]
1.4969,[O-][N+](=O)C1=C(C)[C@]([C@]([C@@]1(C)[N+](=O)[O-])(O)C(=O)C)(C)O
1.3023,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
1.3737,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-]
1.4029,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-]
1.5803,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-]
1.3796,[O-][N+](=O)c1ccc(cc1)/C=C/n1c2ccccc2c2c1cccc2
1.5409,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3505,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
1.4747,OCCN1CCN/C/1=C\[N+](=O)[O-]
1.4125,Cc1cc2c(cc1C)nc1n2CCn2c1c(cc2)[N+](=O)[O-]
1.503,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1
1.4167,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
1.2873,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
1.6547,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
1.8716,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-]
1.3503,COc1ccc(c(c1)[C@@]1(C)CCN(C1=O)C)[N+](=O)[O-]
1.4886,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2
1.425,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
1.4735,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
1.485,OC(COc1ccccc1[N+](=O)[O-])COc1ccccc1[N+](=O)[O-]
1.6078,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c1[nH]nnn1
1.3151,O=C(c1ccc(cc1)C(C)(C)C)Nc1ccc(cc1)[N+](=O)[O-]
1.6876,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N
1.5357,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
1.4394,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
1.4212,[O-][N+](=O)c1c(C)cc2n1cccc2
1.4028,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
1.7801,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O
1.3605,O=C(N(c1ccccc1)OC(=O)C)c1ccc(cc1)[N+](=O)[O-]
1.6171,[O-][N+](=O)c1cc(C(=O)C)c(c(c1)[N+](=O)[O-])O
1.4071,[O-][N+](=O)c1ccccc1N/N=C/c1ccccc1
1.4639,[O-][N+](=O)c1ccc2c(c1)nc(o2)c1ccccc1
1.6222,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
1.5376,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.7161,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
1.4414,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
1.892,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
1.4073,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
1.7871,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
1.3669,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC
1.4265,CC(=O)NN(C(=O)c1ccccc1O)c1ccc(cc1)[N+](=O)[O-]
1.4266,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
1.4023,N#Cc1c(nc(n1c1ccccc1)C)[N+](=O)[O-]
1.5537,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-]
1.2686,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C
1.7022,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.3291,O/N=C(/C(=N/N=C/c1cccc(c1)[N+](=O)[O-])/C)\C
1.408,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C
1.5283,[O-][N+](=O)N=C1NCCN1
1.4497,C/C(=C/1\N=C(OC1=O)c1ccccc1)/NC(=O)c1cccc(c1)[N+](=O)[O-]
1.421,Cc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
1.4524,[O-][N+](=O)C1=CC=C2C(=NC3([N+]2=O)CCCCC3)C1=[NH2+]
1.4943,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
1.3507,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
1.5004,O=C1c2ccccc2C(=O)N1c1ccccc1[N+](=O)[O-]
1.5609,O/N=C/1\CCCC1([N+](=O)[O-])[N+](=O)[O-]
1.3009,Oc1cccc2c1[C@H](Nc1c2cccc1)c1cccc(c1)[N+](=O)[O-]
1.4625,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
1.6566,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
1.3961,COc1ccc(cc1)C(=C([N+](=O)[O-])[N+](=O)[O-])c1ccc(cc1)OC
1.4226,N#C/C(=C\c1cccc(c1)[N+](=O)[O-])/C(=O)NCc1ccco1
1.4311,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1
1.5604,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
1.3067,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
1.3338,[O-][N+](=O)c1ccc(cc1)CNc1ccccc1
1.49,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
1.433,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
1.4249,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
1.5052,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
1.271,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
1.2832,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
1.2998,CC(=NNc1ccccc1[N+](=O)[O-])C
1.3563,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
1.4744,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
1.6643,[O-][N+](=O)c1cc(C(=O)C)c(c(c1O)[N+](=O)[O-])O
1.3935,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
1.3606,[O-][N+](=O)c1ccccc1/C=N/Nc1ccccc1
1.6545,[O-][N+](=O)c1cncc(c1)[N+](=O)[O-]
1.5922,[O-][N+](=O)CC(=O)N
1.3818,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
1.572,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
1.4093,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
1.3388,CC(Nc1ccc(cc1NC(=O)C)[N+](=O)[O-])C
1.4725,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
1.2704,C[C@H]1[C@](C)(CC[C@@]1(C)C#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.4108,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
1.79,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
1.5788,[O-][N+](=O)c1cc[nH]n1
1.3921,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
1.4143,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
1.3541,CCc1nc2ccccc2cc1[N+](=O)[O-]
1.3509,CCOC(=O)/C(=C\[N+](=O)[O-])/c1cn(c2c1cccc2)C
1.6016,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5958,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
1.7559,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.8019,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
1.312,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
1.4426,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
1.7925,[O-][N+](=O)OCn1c(=O)n(c2c1nc1nonc1n2)CO[N+](=O)[O-]
1.7324,O=C(N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
1.8303,[O-][N+](=O)n1cnc(n1)/N=N/c1ncn(n1)[N+](=O)[O-]
1.7225,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.6041,Nc1ccc(c(c1)C(=O)O)[N+](=O)[O-]
1.5086,[O-][N+](=O)c1ccc(cc1)Nc1ccc(cn1)[N+](=O)[O-]
1.4869,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
1.4543,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
1.4641,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
1.2186,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
1.2181,CCCCCNc1ccc(cc1)[N+](=O)[O-]
1.5164,[O-][N+](=O)c1ccc2c(c1)ccc(=O)[nH]2
1.9691,[O-][N+](=O)N1CCN([C@@H]2[C@H]1N([N+](=O)[O-])C(=O)N2[N+](=O)[O-])[N+](=O)[O-]
1.8204,NNC(=C([N+](=O)[O-])[N+](=O)[O-])N
1.478,COC(=O)c1cnc(nc1C)c1ccc(cc1)[N+](=O)[O-]
1.3212,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
1.3014,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
1.4021,O=Cc1ccc(c2c1ccc(c2)[N+](=O)[O-])N(C)C
1.4502,O/N=C/c1cccc(c1)[N+](=O)[O-]
1.4033,[O-][N+](=O)c1cc(/C=N/c2ccccc2)ccc1O
1.3486,[O-][N+](=O)c1ccc(c(c1N)C)C
1.2769,Cc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
1.4823,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
1.4563,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
1.8905,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])O
1.3662,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
1.2189,N#CC(=C(C[C@H](c1ccccc1)C[N+](=O)[O-])C)C#N
1.8189,[O-][N+](=O)c1n[nH]c(n1)N
1.8042,[O-][N+](=O)Nn1cc(nc1[N+](=O)[O-])[N+](=O)[O-]
1.3089,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
1.8412,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
1.4698,[O-][N+](=O)c1cc2c(cc1)ncn2C
1.3822,[O-][N+](=O)c1ccc2n(c1)c(cn2)c1ccccc1
1.8871,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
1.2473,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
1.2719,C[C@@H]([C@@H](c1ccccc1)CC#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.3181,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1.571,COc1ccc(c(c1)O)/C=N/c1cc([N+](=O)[O-])c(cc1N)[N+](=O)[O-]
